state,date,inpatient_beds_utilization
DC,2020-12-12,0.799397920087575
DE,2020-12-12,0.733048259010385
FL,2020-12-12,0.763320899353205
GA,2020-12-12,0.787238675958188
HI,2020-12-12,0.693877551020408
IA,2020-12-12,0.602555003548616
ID,2020-12-12,0.598991507430998
IL,2020-12-12,0.686026269979427
IN,2020-12-12,0.69209263069051
KS,2020-12-12,0.619970861817774
KY,2020-12-12,0.612921308948217
LA,2020-12-12,0.678725970064553
MA,2020-12-12,0.798870524843272
MD,2020-12-12,0.800033148255573
ME,2020-12-12,0.669079939668175
MI,2020-12-12,0.762935764328522
MN,2020-12-12,0.734615752703608
MO,2020-12-12,0.782296918767507
MS,2020-12-12,0.651857743438246
MT,2020-12-12,0.682782283218964
NC,2020-12-12,0.756949364450927
ND,2020-12-12,0.723308883455583
NE,2020-12-12,0.660433807030666
NH,2020-12-12,0.716164207825529
NJ,2020-12-12,0.737750816612226
NM,2020-12-12,0.692916949536094
NV,2020-12-12,0.798635995838631
NY,2020-12-12,0.731837552849226
OH,2020-12-12,0.687563370897187
OK,2020-12-12,0.710202205882353
OR,2020-12-12,0.751131904618171
PA,2020-12-12,0.769408453695837
PR,2020-12-12,0.571656389538592
RI,2020-12-12,0.873478260869565
SC,2020-12-12,0.78902364540616
SD,2020-12-12,0.610570236439499
TN,2020-12-12,0.726422177302917
TX,2020-12-12,0.751902800083793
UT,2020-12-12,0.606240952227763
VA,2020-12-12,0.691782961882941
VI,2020-12-12,0.523809523809524
VT,2020-12-12,0.593893129770992
WA,2020-12-12,0.682478357301281
WI,2020-12-12,0.650336493233953
WV,2020-12-12,0.746756367131187
WY,2020-12-12,0.493348756506651
AK,2020-12-11,0.585846153846154
AL,2020-12-11,0.783656937122284
AR,2020-12-11,0.740255556748631
AZ,2020-12-11,0.779051125230093
CA,2020-12-11,0.772979187547904
CO,2020-12-11,0.701155283724091
CT,2020-12-11,0.764167983743509
DC,2020-12-11,0.819645293315143
DE,2020-12-11,0.735797189981674
FL,2020-12-11,0.778880190605854
GA,2020-12-11,0.802066980638409
HI,2020-12-11,0.700867597133157
IA,2020-12-11,0.621384237030097
ID,2020-12-11,0.613606165293649
IL,2020-12-11,0.701516158642737
IN,2020-12-11,0.696622085954433
KS,2020-12-11,0.624302611024325
KY,2020-12-11,0.624319162481432
LA,2020-12-11,0.708539826186885
MA,2020-12-11,0.814414879876001
MD,2020-12-11,0.809855649576904
ME,2020-12-11,0.689291101055807
MI,2020-12-11,0.783473023628017
MN,2020-12-11,0.759459973378969
MO,2020-12-11,0.791338145474736
MS,2020-12-11,0.670870397477762
MT,2020-12-11,0.713048855905999
NC,2020-12-11,0.771751740139211
ND,2020-12-11,0.710473109583502
NE,2020-12-11,0.695791658803548
NH,2020-12-11,0.756175810073789
NJ,2020-12-11,0.75895724184553
NM,2020-12-11,0.722460981678353
NV,2020-12-11,0.801440329218107
NY,2020-12-11,0.766256232827923
OH,2020-12-11,0.707502456505404
OK,2020-12-11,0.740130072364203
OR,2020-12-11,0.753406198532714
PA,2020-12-11,0.784485951637653
PR,2020-12-11,0.571093082835184
RI,2020-12-11,0.879384088964927
SC,2020-12-11,0.807104394649991
SD,2020-12-11,0.613138686131387
TN,2020-12-11,0.750079558714331
TX,2020-12-11,0.761406738063365
UT,2020-12-11,0.615359845435518
VA,2020-12-11,0.713386400291348
VI,2020-12-11,0.529761904761905
VT,2020-12-11,0.591603053435114
WA,2020-12-11,0.69118593180356
WI,2020-12-11,0.670390663915178
WV,2020-12-11,0.760572439298923
WY,2020-12-11,0.521713954834974
AK,2020-12-10,0.584719654959951
AL,2020-12-10,0.787020574041148
AR,2020-12-10,0.738743567753002
AZ,2020-12-10,0.783743519456528
CA,2020-12-10,0.775416317591899
CO,2020-12-10,0.69816250842886
CT,2020-12-10,0.760690511113618
DC,2020-12-10,0.822733423545331
DE,2020-12-10,0.737580006095703
FL,2020-12-10,0.781493583852412
GA,2020-12-10,0.806861720654824
HI,2020-12-10,0.695048762190548
IA,2020-12-10,0.633088409575729
ID,2020-12-10,0.616343857787211
IL,2020-12-10,0.707348748812164
IN,2020-12-10,0.704547847141804
KS,2020-12-10,0.63533876548722
KY,2020-12-10,0.710315490960652
LA,2020-12-10,0.713548756896181
MA,2020-12-10,0.806778281003511
MD,2020-12-10,0.815600495253818
ME,2020-12-10,0.69942719324691
MI,2020-12-10,0.783908625178466
MN,2020-12-10,0.767144076638528
MO,2020-12-10,0.796356972288554
MS,2020-12-10,0.671508379888268
MT,2020-12-10,0.711869618696187
NC,2020-12-10,0.78102825843396
ND,2020-12-10,0.74330900243309
NE,2020-12-10,0.698418674698795
NH,2020-12-10,0.753930060956048
NJ,2020-12-10,0.770771324092185
NM,2020-12-10,0.723055934515689
NV,2020-12-10,0.804696449026346
NY,2020-12-10,0.767510848928668
OH,2020-12-10,0.722217354478811
OK,2020-12-10,0.747835596464048
OR,2020-12-10,0.751399941055113
PA,2020-12-10,0.787209302325581
PR,2020-12-10,0.566997121842021
RI,2020-12-10,0.90608228980322
SC,2020-12-10,0.819989579715179
SD,2020-12-10,0.650347222222222
TN,2020-12-10,0.753769377787216
TX,2020-12-10,0.743130227001195
UT,2020-12-10,0.612659043324207
VA,2020-12-10,0.724093129612306
VI,2020-12-10,0.553571428571429
VT,2020-12-10,0.593129770992366
WA,2020-12-10,0.697922595332954
WI,2020-12-10,0.672156862745098
WV,2020-12-10,0.757135945815191
WY,2020-12-10,0.509554140127389
AK,2020-12-09,0.606666666666667
AL,2020-12-09,0.791709053916582
AR,2020-12-09,0.740959965561774
AZ,2020-12-09,0.776755098357697
CA,2020-12-09,0.781846826092772
CO,2020-12-09,0.693624557260921
CT,2020-12-09,0.757099219368707
DC,2020-12-09,0.816866812227074
DE,2020-12-09,0.729828850855746
FL,2020-12-09,0.784098265699002
GA,2020-12-09,0.809901591017471
HI,2020-12-09,0.699774266365689
IA,2020-12-09,0.63922776264361
ID,2020-12-09,0.616199047114876
IL,2020-12-09,0.711316397228637
IN,2020-12-09,0.70706804905005
KS,2020-12-09,0.632796780684105
KY,2020-12-09,0.715411931818182
LA,2020-12-09,0.708968577768234
MA,2020-12-09,0.791250997605746
MD,2020-12-09,0.806765636407885
ME,2020-12-09,0.690920024052916
MI,2020-12-09,0.798650668605826
MN,2020-12-09,0.759992350353796
MO,2020-12-09,0.813572945972326
MS,2020-12-09,0.663403781979978
MT,2020-12-09,0.705845963501392
NC,2020-12-09,0.780481748199652
ND,2020-12-09,0.747540983606557
NE,2020-12-09,0.710968472720408
NH,2020-12-09,0.742059672762271
NJ,2020-12-09,0.77905687729172
NM,2020-12-09,0.72918637653737
NV,2020-12-09,0.802667893284269
NY,2020-12-09,0.76928560517338
OH,2020-12-09,0.722847536909809
OK,2020-12-09,0.737772485803261
OR,2020-12-09,0.754913639070876
PA,2020-12-09,0.791694185401421
PR,2020-12-09,0.55183910518391
RI,2020-12-09,0.868737060041408
SC,2020-12-09,0.821963104768535
SD,2020-12-09,0.648103028193526
TN,2020-12-09,0.758038504183046
TX,2020-12-09,0.737879810938555
UT,2020-12-09,0.608793686583991
VA,2020-12-09,0.722772277227723
VI,2020-12-09,0.482142857142857
VT,2020-12-09,0.581998474446987
WA,2020-12-09,0.699215965787598
WI,2020-12-09,0.67755247242974
WV,2020-12-09,0.759507829977629
WY,2020-12-09,0.513607411696584
AK,2020-12-08,0.622498274672188
AL,2020-12-08,0.776429695697796
AR,2020-12-08,0.735948553054662
AZ,2020-12-08,0.761260351444153
CA,2020-12-08,0.768182379452985
CO,2020-12-08,0.683118040089087
CT,2020-12-08,0.754539987973542
DC,2020-12-08,0.794471811713191
DE,2020-12-08,0.737878235508567
FL,2020-12-08,0.786171551879158
GA,2020-12-08,0.810824839562099
HI,2020-12-08,0.689336016096579
IA,2020-12-08,0.61120522749274
ID,2020-12-08,0.599769982748706
IL,2020-12-08,0.70078844938288
IN,2020-12-08,0.701124227093873
KS,2020-12-08,0.600949554896142
KY,2020-12-08,0.72939787485242
LA,2020-12-08,0.697402411021814
MA,2020-12-08,0.757681448264408
MD,2020-12-08,0.796559798270893
ME,2020-12-08,0.68697883258499
MI,2020-12-08,0.788113695090439
MN,2020-12-08,0.750248262164846
MO,2020-12-08,0.803888152496371
MS,2020-12-08,0.656156694135913
MT,2020-12-08,0.677762982689747
NC,2020-12-08,0.776508468595625
ND,2020-12-08,0.736057692307692
NE,2020-12-08,0.699565732333202
NH,2020-12-08,0.733376792698827
NJ,2020-12-08,0.776875090671696
NM,2020-12-08,0.71194722697288
NV,2020-12-08,0.796305068687826
NY,2020-12-08,0.758057276236646
OH,2020-12-08,0.713452117202858
OK,2020-12-08,0.707086310098475
OR,2020-12-08,0.74871484729362
PA,2020-12-08,0.779944699376397
PR,2020-12-08,0.537627551020408
RI,2020-12-08,0.891025641025641
SC,2020-12-08,0.822191861032497
SD,2020-12-08,0.64125900644672
TN,2020-12-08,0.750791351467353
TX,2020-12-08,0.733947278227309
UT,2020-12-08,0.604303428154632
VA,2020-12-08,0.70361328125
VI,2020-12-08,0.55952380952381
VT,2020-12-08,0.572956455309397
WA,2020-12-08,0.681889882070157
WI,2020-12-08,0.668992874458238
WV,2020-12-08,0.734079893030252
WY,2020-12-08,0.491065927295132
AK,2020-12-07,0.584541062801932
AL,2020-12-07,0.744579102522109
AR,2020-12-07,0.704048211712302
AZ,2020-12-07,0.732968161588497
CA,2020-12-07,0.746630225479843
CO,2020-12-07,0.658405172413793
CT,2020-12-07,0.714337262448881
DC,2020-12-07,0.783397471137988
DE,2020-12-07,0.695682695682696
FL,2020-12-07,0.756502550374417
GA,2020-12-07,0.793423393106101
HI,2020-12-07,0.672698029754725
IA,2020-12-07,0.587608906098741
ID,2020-12-07,0.576511426091987
IL,2020-12-07,0.670705465620552
IN,2020-12-07,0.674569573807508
KS,2020-12-07,0.57937166567872
KY,2020-12-07,0.693300795087775
LA,2020-12-07,0.668803111047098
MA,2020-12-07,0.731855618815986
MD,2020-12-07,0.774502712477396
ME,2020-12-07,0.661840411840412
MI,2020-12-07,0.756569617085176
MN,2020-12-07,0.733675937122128
MO,2020-12-07,0.782337026539552
MS,2020-12-07,0.63159162051529
MT,2020-12-07,0.653129161118509
NC,2020-12-07,0.754680915765237
ND,2020-12-07,0.724409448818898
NE,2020-12-07,0.672065586882624
NH,2020-12-07,0.688722294654498
NJ,2020-12-07,0.748432563791009
NM,2020-12-07,0.723290845886443
NV,2020-12-07,0.791774080149988
NY,2020-12-07,0.734740821312031
OH,2020-12-07,0.687031318923688
OK,2020-12-07,0.679524644457432
OR,2020-12-07,0.727328151196464
PA,2020-12-07,0.74738552437223
PR,2020-12-07,0.540653454740225
RI,2020-12-07,0.897851819377466
SC,2020-12-07,0.78161369193154
SD,2020-12-07,0.600534147272034
TN,2020-12-07,0.735692607847388
TX,2020-12-07,0.711575767448059
UT,2020-12-07,0.551158125113989
VA,2020-12-07,0.684484159220146
VI,2020-12-07,0.547619047619048
VT,2020-12-07,0.541571319603356
WA,2020-12-07,0.659689087271048
WI,2020-12-07,0.64639175257732
WV,2020-12-07,0.712232620320856
WY,2020-12-07,0.450400492914356
AK,2020-12-06,0.583385777218376
AL,2020-12-06,0.741972846020205
AR,2020-12-06,0.685830942396822
AZ,2020-12-06,0.741405629846736
CA,2020-12-06,0.747059893307468
CO,2020-12-06,0.66525924674886
CT,2020-12-06,0.711543019672908
DC,2020-12-06,0.786090329731228
DE,2020-12-06,0.693568336425479
FL,2020-12-06,0.740938514105184
GA,2020-12-06,0.763008555962982
HI,2020-12-06,0.673142857142857
IA,2020-12-06,0.582651002729322
ID,2020-12-06,0.56547300908605
IL,2020-12-06,0.672299990433978
IN,2020-12-06,0.669197511336075
KS,2020-12-06,0.577685206034677
KY,2020-12-06,0.68476717773992
LA,2020-12-06,0.656419138341632
MA,2020-12-06,0.745900428423696
MD,2020-12-06,0.774713584288052
ME,2020-12-06,0.650347537020248
MI,2020-12-06,0.763829787234043
MN,2020-12-06,0.720534512593732
MO,2020-12-06,0.789071820567884
MS,2020-12-06,0.620290512936904
MT,2020-12-06,0.66471133065761
NC,2020-12-06,0.739645467529194
ND,2020-12-06,0.724536082474227
NE,2020-12-06,0.6455078125
NH,2020-12-06,0.689223861449647
NJ,2020-12-06,0.741487532244196
NM,2020-12-06,0.712591240875912
NV,2020-12-06,0.793867707854846
NY,2020-12-06,0.729156773624585
OH,2020-12-06,0.686967366451881
OK,2020-12-06,0.681937664288397
OR,2020-12-06,0.726107765941022
PA,2020-12-06,0.741612775504817
PR,2020-12-06,0.54872178842657
RI,2020-12-06,0.865589111016588
SC,2020-12-06,0.760175054704595
SD,2020-12-06,0.585654596100279
TN,2020-12-06,0.717537534305548
TX,2020-12-06,0.705077341416663
UT,2020-12-06,0.561774193548387
VA,2020-12-06,0.664160008355528
VI,2020-12-06,0.482142857142857
VT,2020-12-06,0.537743190661479
WA,2020-12-06,0.665803471444569
WI,2020-12-06,0.627137382075472
WV,2020-12-06,0.70419602818706
WY,2020-12-06,0.487410071942446
AK,2020-12-05,0.611912225705329
AL,2020-12-05,0.75525974025974
AR,2020-12-05,0.69895059029296
AZ,2020-12-05,0.75215999033291
CA,2020-12-05,0.751243114485633
CO,2020-12-05,0.692820945945946
CT,2020-12-05,0.739557448822625
DC,2020-12-05,0.814855270344074
DE,2020-12-05,0.713271604938272
FL,2020-12-05,0.759455344771549
GA,2020-12-05,0.771443491883894
HI,2020-12-05,0.696231442710316
IA,2020-12-05,0.604686945200615
ID,2020-12-05,0.58602293945052
IL,2020-12-05,0.688417358008934
IN,2020-12-05,0.680309734513274
KS,2020-12-05,0.59194180190263
KY,2020-12-05,0.689097103918228
LA,2020-12-05,0.674108750450126
MA,2020-12-05,0.745288929586968
MD,2020-12-05,0.786873216469629
ME,2020-12-05,0.665558912386707
MI,2020-12-05,0.780086510086106
MN,2020-12-05,0.741429785626594
MO,2020-12-05,0.799305514684245
MS,2020-12-05,0.629174187725632
MT,2020-12-05,0.681579759333539
NC,2020-12-05,0.754239070980772
ND,2020-12-05,0.734811165845649
NE,2020-12-05,0.679237947122862
NH,2020-12-05,0.698845413726748
NJ,2020-12-05,0.755302283731094
NM,2020-12-05,0.704225352112676
NV,2020-12-05,0.790497008743672
NY,2020-12-05,0.74501762472885
OH,2020-12-05,0.702368876424608
OK,2020-12-05,0.699766682221185
OR,2020-12-05,0.74005424954792
PA,2020-12-05,0.755139152435168
PR,2020-12-05,0.565595503234701
RI,2020-12-05,0.861159169550173
SC,2020-12-05,0.774001921900935
SD,2020-12-05,0.595840554592721
TN,2020-12-05,0.71900474186158
TX,2020-12-05,0.713265171407197
UT,2020-12-05,0.589259796806967
VA,2020-12-05,0.676502789218498
VI,2020-12-05,0.523809523809524
VT,2020-12-05,0.559533073929961
WA,2020-12-05,0.671736111111111
WI,2020-12-05,0.645677306769432
WV,2020-12-05,0.732337829158638
WY,2020-12-05,0.500599520383693
AK,2020-12-04,0.623456790123457
AL,2020-12-04,0.777028316894687
AR,2020-12-04,0.72879149490128
AZ,2020-12-04,0.769867149758454
CA,2020-12-04,0.767544315063413
CO,2020-12-04,0.698487792514995
CT,2020-12-04,0.767246479706544
DC,2020-12-04,0.807640205906258
DE,2020-12-04,0.725069039582694
FL,2020-12-04,0.7734640545203
GA,2020-12-04,0.793864229765013
HI,2020-12-04,0.679182156133829
IA,2020-12-04,0.635373505386528
ID,2020-12-04,0.612886048988285
IL,2020-12-04,0.70250508646999
IN,2020-12-04,0.692696274468533
KS,2020-12-04,0.6138030673483
KY,2020-12-04,0.709194178203763
LA,2020-12-04,0.689268362389254
MA,2020-12-04,0.748304481859142
MD,2020-12-04,0.81449180862336
ME,2020-12-04,0.672309552599758
MI,2020-12-04,0.802545454545455
MN,2020-12-04,0.758610927621025
MO,2020-12-04,0.813634786631202
MS,2020-12-04,0.648866048486203
MT,2020-12-04,0.692687442147485
NC,2020-12-04,0.772530928915915
ND,2020-12-04,0.729619008603031
NE,2020-12-04,0.693467336683417
NH,2020-12-04,0.726018607635547
NJ,2020-12-04,0.776106081856432
NM,2020-12-04,0.740027510316369
NV,2020-12-04,0.801421692272415
NY,2020-12-04,0.766477771031505
OH,2020-12-04,0.715398974784438
OK,2020-12-04,0.728102019919948
OR,2020-12-04,0.735315766229942
PA,2020-12-04,0.762935460936883
PR,2020-12-04,0.566652737150021
RI,2020-12-04,0.891797556719023
SC,2020-12-04,0.804024039717794
SD,2020-12-04,0.618767313019391
TN,2020-12-04,0.742775180620485
TX,2020-12-04,0.730013049775573
UT,2020-12-04,0.613387096774194
VA,2020-12-04,0.720779897820874
VI,2020-12-04,0.577380952380952
VT,2020-12-04,0.61556420233463
WA,2020-12-04,0.684014613634797
WI,2020-12-04,0.682618181818182
WV,2020-12-04,0.749600511345478
WY,2020-12-04,0.51378896882494
AK,2020-12-03,0.632627646326276
AL,2020-12-03,0.791613479703855
AR,2020-12-03,0.71784548422198
AZ,2020-12-03,0.769342447522836
CA,2020-12-03,0.760861241200554
CO,2020-12-03,0.700436827956989
CT,2020-12-03,0.774787535410765
DC,2020-12-03,0.804634869307464
DE,2020-12-03,0.744989207523898
FL,2020-12-03,0.777011455007938
GA,2020-12-03,0.798852573018081
HI,2020-12-03,0.697769516728625
IA,2020-12-03,0.62573929500828
ID,2020-12-03,0.621866666666667
IL,2020-12-03,0.705218303812764
IN,2020-12-03,0.70315800591466
KS,2020-12-03,0.623888888888889
KY,2020-12-03,0.7225614084907
LA,2020-12-03,0.69007644495249
MA,2020-12-03,0.750046895516789
MD,2020-12-03,0.812510167561412
ME,2020-12-03,0.692913385826772
MI,2020-12-03,0.797797838319232
MN,2020-12-03,0.759266263237519
MO,2020-12-03,0.809413401344771
MS,2020-12-03,0.663319946452477
MT,2020-12-03,0.704012345679012
NC,2020-12-03,0.77291484306615
ND,2020-12-03,0.751428571428571
NE,2020-12-03,0.707326428845416
NH,2020-12-03,0.748796920115496
NJ,2020-12-03,0.781234042553191
NM,2020-12-03,0.753097751262047
NV,2020-12-03,0.806940933118823
NY,2020-12-03,0.769656943060318
OH,2020-12-03,0.721405693417547
OK,2020-12-03,0.761117339312406
OR,2020-12-03,0.737228420434527
PA,2020-12-03,0.771614404314949
PR,2020-12-03,0.558600337268128
RI,2020-12-03,0.930427124614707
SC,2020-12-03,0.802978834596289
SD,2020-12-03,0.633622183708839
TN,2020-12-03,0.752251532107647
TX,2020-12-03,0.736461365535925
UT,2020-12-03,0.611656738045403
VA,2020-12-03,0.727575789144703
VI,2020-12-03,0.56547619047619
VT,2020-12-03,0.62023346303502
WA,2020-12-03,0.688454658043209
WI,2020-12-03,0.685841353164188
WV,2020-12-03,0.75015923566879
WY,2020-12-03,0.506306306306306
AK,2020-12-02,0.626031746031746
AL,2020-12-02,0.785419182609801
AR,2020-12-02,0.719943113444918
AZ,2020-12-02,0.764648910411622
CA,2020-12-02,0.759220732903379
CO,2020-12-02,0.706204687236554
CT,2020-12-02,0.771611526147279
DC,2020-12-02,0.800435611216989
DE,2020-12-02,0.739172281039461
FL,2020-12-02,0.776020608355938
GA,2020-12-02,0.800052617732176
HI,2020-12-02,0.705380333951762
IA,2020-12-02,0.643304573927432
ID,2020-12-02,0.632772884974646
IL,2020-12-02,0.708013382188944
IN,2020-12-02,0.701300068424654
KS,2020-12-02,0.638483965014577
KY,2020-12-02,0.721721224170986
LA,2020-12-02,0.685933247385761
MA,2020-12-02,0.736454350461625
MD,2020-12-02,0.806013815522145
ME,2020-12-02,0.687575757575758
MI,2020-12-02,0.809748172217709
MN,2020-12-02,0.761177242478208
MO,2020-12-02,0.809573481687529
MS,2020-12-02,0.669302740031187
MT,2020-12-02,0.69944512946979
NC,2020-12-02,0.771170715249663
ND,2020-12-02,0.763636363636364
NE,2020-12-02,0.710901386748844
NH,2020-12-02,0.738851459736927
NJ,2020-12-02,0.778745644599303
NM,2020-12-02,0.743790248390064
NV,2020-12-02,0.805740528128588
NY,2020-12-02,0.76239434949779
OH,2020-12-02,0.724701445631678
OK,2020-12-02,0.759708056517264
OR,2020-12-02,0.744086969296313
PA,2020-12-02,0.774018656815585
PR,2020-12-02,0.539417764555886
RI,2020-12-02,0.887732986562635
SC,2020-12-02,0.802178649237473
SD,2020-12-02,0.657202216066482
TN,2020-12-02,0.755499495459132
TX,2020-12-02,0.728325137571713
UT,2020-12-02,0.616164868781195
VA,2020-12-02,0.726709045435598
VI,2020-12-02,0.541666666666667
VT,2020-12-02,0.619828259172521
WA,2020-12-02,0.694805194805195
WI,2020-12-02,0.686030725259021
WV,2020-12-02,0.756786969019483
WY,2020-12-02,0.506906906906907
AK,2020-12-01,0.623349548297429
AL,2020-12-01,0.762339796253697
AR,2020-12-01,0.717173017507724
AZ,2020-12-01,0.741637594910733
CA,2020-12-01,0.73477285990724
CO,2020-12-01,0.697680690399137
CT,2020-12-01,0.751470764797695
DC,2020-12-01,0.793360995850622
DE,2020-12-01,0.730825958702065
FL,2020-12-01,0.774371507125016
GA,2020-12-01,0.807340333301223
HI,2020-12-01,0.695617529880478
IA,2020-12-01,0.625921004952289
ID,2020-12-01,0.617494226327945
IL,2020-12-01,0.694577193681136
IN,2020-12-01,0.693111585571412
KS,2020-12-01,0.617464114832536
KY,2020-12-01,0.725138878022064
LA,2020-12-01,0.678730113229182
MA,2020-12-01,0.693235097119893
MD,2020-12-01,0.780017841213202
ME,2020-12-01,0.678801546391753
MI,2020-12-01,0.792655062107931
MN,2020-12-01,0.739320388349515
MO,2020-12-01,0.767311094263331
MS,2020-12-01,0.651057760874732
MT,2020-12-01,0.673869680851064
NC,2020-12-01,0.756880733944954
ND,2020-12-01,0.756968215158924
NE,2020-12-01,0.692292292292292
NH,2020-12-01,0.721968709256845
NJ,2020-12-01,0.775391477190091
NM,2020-12-01,0.747942628732659
NV,2020-12-01,0.793305243445693
NY,2020-12-01,0.747332241636825
OH,2020-12-01,0.710974067046173
OK,2020-12-01,0.731240804315841
OR,2020-12-01,0.732253313696613
PA,2020-12-01,0.765594021656245
PR,2020-12-01,0.515090329436769
RI,2020-12-01,0.886053673559173
SC,2020-12-01,0.8036756126021
SD,2020-12-01,0.640517897943641
TN,2020-12-01,0.744952930293301
TX,2020-12-01,0.727841210052381
UT,2020-12-01,0.584067613738536
VA,2020-12-01,0.706472046268246
VI,2020-12-01,0.583333333333333
VT,2020-12-01,0.601092896174863
WA,2020-12-01,0.675499597394041
WI,2020-12-01,0.669394676693947
WV,2020-12-01,0.757464553794829
WY,2020-12-01,0.477506426735219
AK,2020-11-30,0.597357440890125
AL,2020-11-30,0.725525168450258
AR,2020-11-30,0.679890023566379
AZ,2020-11-30,0.706511855634049
CA,2020-11-30,0.708722522099664
CO,2020-11-30,0.663335134161714
CT,2020-11-30,0.713527211294799
DC,2020-11-30,0.770150083379655
DE,2020-11-30,0.680446927374302
FL,2020-11-30,0.734802335460314
GA,2020-11-30,0.762256091641588
HI,2020-11-30,0.678742038216561
IA,2020-11-30,0.590546421663443
ID,2020-11-30,0.588184187662902
IL,2020-11-30,0.660740203193033
IN,2020-11-30,0.633822779069108
KS,2020-11-30,0.587789107187267
KY,2020-11-30,0.69755592707587
LA,2020-11-30,0.639055825066976
MA,2020-11-30,0.654050193837992
MD,2020-11-30,0.768748865080806
ME,2020-11-30,0.646317829457364
MI,2020-11-30,0.76540738887499
MN,2020-11-30,0.72075921693332
MO,2020-11-30,0.736102984201287
MS,2020-11-30,0.616592734684091
MT,2020-11-30,0.635607321131448
NC,2020-11-30,0.731479844413013
ND,2020-11-30,0.746640119462419
NE,2020-11-30,0.667068031306442
NH,2020-11-30,0.665797195956961
NJ,2020-11-30,0.732094973428892
NM,2020-11-30,0.731350220776203
NV,2020-11-30,0.770575891816274
NY,2020-11-30,0.707118314774506
OH,2020-11-30,0.679689504747241
OK,2020-11-30,0.695990542803665
OR,2020-11-30,0.694982980612698
PA,2020-11-30,0.733200345371721
PR,2020-11-30,0.507802988378528
RI,2020-11-30,0.881632653061224
SC,2020-11-30,0.769056974459725
SD,2020-11-30,0.60038240917782
TN,2020-11-30,0.730274629468178
TX,2020-11-30,0.704796274389422
UT,2020-11-30,0.518518518518518
VA,2020-11-30,0.662506185737065
VI,2020-11-30,0.547619047619048
VT,2020-11-30,0.519125683060109
WA,2020-11-30,0.658319378900898
WI,2020-11-30,0.641563604240283
WV,2020-11-30,0.727939949958299
WY,2020-11-30,0.467054263565891
AK,2020-11-29,0.596685082872928
AL,2020-11-29,0.695775373518805
AR,2020-11-29,0.666630434782609
AZ,2020-11-29,0.708994053518335
CA,2020-11-29,0.703709875327587
CO,2020-11-29,0.662201119213159
CT,2020-11-29,0.69654274212645
DC,2020-11-29,0.760739687055477
DE,2020-11-29,0.684160905091138
FL,2020-11-29,0.711282592522103
GA,2020-11-29,0.72456957132818
HI,2020-11-29,0.651276276276276
IA,2020-11-29,0.561486566457569
ID,2020-11-29,0.56973293768546
IL,2020-11-29,0.650755918988305
IN,2020-11-29,0.645479773721849
KS,2020-11-29,0.577780398631914
KY,2020-11-29,0.673386810534535
LA,2020-11-29,0.628877160002892
MA,2020-11-29,0.670137937334429
MD,2020-11-29,0.766456783056668
ME,2020-11-29,0.633292757151552
MI,2020-11-29,0.747410292533355
MN,2020-11-29,0.719754389331286
MO,2020-11-29,0.747032993116544
MS,2020-11-29,0.596092321755027
MT,2020-11-29,0.642190416925949
NC,2020-11-29,0.703547297297297
ND,2020-11-29,0.742250530785563
NE,2020-11-29,0.64975514201763
NH,2020-11-29,0.654154635867822
NJ,2020-11-29,0.715532135452661
